18,56
51,415
115,1617
183,3754
221,5882
232,7656
228,9029
205,10139
188,10690
167,11380
149,11712
130,11433
121,11992
104,11856
93,11572
86,11664
77,11634
71,11568
63,12114
57,11467
53,11953
49,11992
44,12023
40,11821
38,11878
35,11747
33,11865
31,11782
28,11891
26,12438
24,12613
22,12630
21,13351
19,12997
18,13600
17,13924
17,14383
16,15554
14,15790
14,15943
13,17105
13,18014
12,19046
11,20741
11,22599
10,24085
9,26497
9,30007
7,35050
5,41842
